,subject1_a,subject1,subject1_b,subject2_a,subject2,subject2_b,object,rule,conf_pca
r3433,a,<dbo:aircraftInterceptor>,b,,,,<dbo:aircraftRecon>,"<dbo:aircraftRecon>(a, b) <= <dbo:aircraftInterceptor>(a, b)",0.304347826
r3434,e,<dbo:mouthRegion>,b,e,<dbo:riverMouth>,a,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:mouthRegion>(e, b) & <dbo:riverMouth>(e, a)",0.3046875
r3435,a,<dbo:president>,f,f,<dbo:primeMinister>,b,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:president>(a, f) & <dbo:primeMinister>(f, b)",0.305227656
r3436,a,<dbo:foundedBy>,b,,,,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <dbo:foundedBy>(a, b)",0.305343511
r3437,a,<dbo:isPartOf>,b,,,,<dbo:operatedBy>,"<dbo:operatedBy>(a, b) <= <dbo:isPartOf>(a, b)",0.305732484
r3438,e,<dbo:capital>,b,a,<dbo:premierePlace>,e,<dbo:premierePlace>,"<dbo:premierePlace>(a, b) <= <dbo:capital>(e, b) & <dbo:premierePlace>(a, e)",0.305882353
r3439,b,<dbo:musicFusionGenre>,f,a,<dbo:musicSubgenre>,f,<dbo:musicSubgenre>,"<dbo:musicSubgenre>(a, b) <= <dbo:musicFusionGenre>(b, f) & <dbo:musicSubgenre>(a, f)",0.306122449
r3440,e,<dbo:parentCompany>,b,e,<dbo:subsidiary>,a,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:parentCompany>(e, b) & <dbo:subsidiary>(e, a)",0.306501548
r3441,b,<dbo:parentCompany>,f,a,<dbo:subsidiary>,f,<dbo:subsidiary>,"<dbo:subsidiary>(a, b) <= <dbo:parentCompany>(b, f) & <dbo:subsidiary>(a, f)",0.306930693
r3442,e,<dbo:locationCity>,b,a,<dbo:premierePlace>,e,<dbo:premierePlace>,"<dbo:premierePlace>(a, b) <= <dbo:locationCity>(e, b) & <dbo:premierePlace>(a, e)",0.307432432
r3443,a,<dbo:birthPlace>,b,,,,<dbo:sportCountry>,"<dbo:sportCountry>(a, b) <= <dbo:birthPlace>(a, b)",0.307692308
r3444,a,<dbo:hasJunctionWith>,b,,,,<dbo:startPoint>,"<dbo:startPoint>(a, b) <= <dbo:hasJunctionWith>(a, b)",0.307692308
r3445,e,<dbo:city>,b,e,<dbo:riverMouth>,a,<dbo:sourceConfluenceMountain>,"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:city>(e, b) & <dbo:riverMouth>(e, a)",0.307692308
r3446,f,<dbo:crewMember>,b,a,<dbo:launchVehicle>,f,<dbo:crewMember>,"<dbo:crewMember>(a, b) <= <dbo:crewMember>(f, b) & <dbo:launchVehicle>(a, f)",0.307692308
r3447,f,<dbo:country>,b,a,<dbo:riverMouth>,f,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:country>(f, b) & <dbo:riverMouth>(a, f)",0.307692308
r3448,e,<dbo:country>,b,e,<dbo:river>,a,<dbo:mouthCountry>,"<dbo:mouthCountry>(a, b) <= <dbo:country>(e, b) & <dbo:river>(e, a)",0.307692308
r3449,e,<dbo:governor>,b,e,<dbo:successor>,a,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:governor>(e, b) & <dbo:successor>(e, a)",0.308566434
r3450,b,<dbo:deputy>,f,a,<dbo:primeMinister>,f,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:deputy>(b, f) & <dbo:primeMinister>(a, f)",0.30945122
r3451,a,<dbo:producer>,b,,,,<dbo:compiler>,"<dbo:compiler>(a, b) <= <dbo:producer>(a, b)",0.30952381
r3452,a,<dbo:isPartOfWineRegion>,f,f,<dbo:varietals>,b,<dbo:growingGrape>,"<dbo:growingGrape>(a, b) <= <dbo:isPartOfWineRegion>(a, f) & <dbo:varietals>(f, b)",0.310173697
r3453,e,<dbo:child>,b,e,<dbo:spouse>,a,<dbo:child>,"<dbo:child>(a, b) <= <dbo:child>(e, b) & <dbo:spouse>(e, a)",0.310208127
r3454,b,<dbo:knownFor>,a,,,,<dbo:presenter>,"<dbo:presenter>(a, b) <= <dbo:knownFor>(b, a)",0.310344828
r3455,a,<dbo:leftTributary>,f,f,<dbo:region>,b,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:leftTributary>(a, f) & <dbo:region>(f, b)",0.310344828
r3456,a,<dbo:deputy>,f,b,<dbo:successor>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:deputy>(a, f) & <dbo:successor>(b, f)",0.310559006
r3457,b,<dbo:recordLabel>,a,,,,<dbo:foundedBy>,"<dbo:foundedBy>(a, b) <= <dbo:recordLabel>(b, a)",0.311355311
r3458,a,<dbo:residence>,b,,,,<dbo:citizenship>,"<dbo:citizenship>(a, b) <= <dbo:residence>(a, b)",0.311405382
r3459,a,<dbo:executiveProducer>,b,,,,<dbo:author>,"<dbo:author>(a, b) <= <dbo:executiveProducer>(a, b)",0.311892296
r3460,a,<dbo:primeMinister>,b,,,,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:primeMinister>(a, b)",0.3125
r3461,b,<dbo:notableWork>,a,,,,<dbo:illustrator>,"<dbo:illustrator>(a, b) <= <dbo:notableWork>(b, a)",0.3125
r3462,f,<dbo:country>,b,a,<dbo:majorShrine>,f,<dbo:majorShrine>,"<dbo:majorShrine>(a, b) <= <dbo:country>(f, b) & <dbo:majorShrine>(a, f)",0.3125
r3463,a,<http://xmlns.com/foaf/0.1/homepage>,f,b,<http://xmlns.com/foaf/0.1/homepage>,f,<dbo:alumni>,"<dbo:alumni>(a, b) <= <http://xmlns.com/foaf/0.1/homepage>(a, f) & <http://xmlns.com/foaf/0.1/homepage>(b, f)",0.3125
r3464,a,<dbo:deputy>,f,f,<dbo:successor>,b,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:deputy>(a, f) & <dbo:successor>(f, b)",0.313278008
r3465,a,<dbo:splitFromParty>,b,,,,<dbo:mergedIntoParty>,"<dbo:mergedIntoParty>(a, b) <= <dbo:splitFromParty>(a, b)",0.313432836
r3466,b,<dbo:commander>,a,,,,<dbo:battle>,"<dbo:battle>(a, b) <= <dbo:commander>(b, a)",0.31361899
r3467,a,<dbo:leftTributary>,f,f,<dbo:source>,b,<dbo:source>,"<dbo:source>(a, b) <= <dbo:leftTributary>(a, f) & <dbo:source>(f, b)",0.315217391
r3468,e,<dbo:party>,a,e,<dbo:successor>,b,<dbo:secretaryGeneral>,"<dbo:secretaryGeneral>(a, b) <= <dbo:party>(e, a) & <dbo:successor>(e, b)",0.315789474
r3469,e,<dbo:party>,a,b,<dbo:primeMinister>,e,<dbo:secretaryGeneral>,"<dbo:secretaryGeneral>(a, b) <= <dbo:party>(e, a) & <dbo:primeMinister>(b, e)",0.315789474
r3470,e,<dbo:landingVehicle>,b,a,<dbo:mission>,e,<dbo:mission>,"<dbo:mission>(a, b) <= <dbo:landingVehicle>(e, b) & <dbo:mission>(a, e)",0.315789474
r3471,f,<dbo:developer>,b,a,<dbo:gameEngine>,f,<dbo:developer>,"<dbo:developer>(a, b) <= <dbo:developer>(f, b) & <dbo:gameEngine>(a, f)",0.316770186
r3472,a,<dbo:highestPosition>,f,b,<dbo:highestPosition>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestPosition>(a, f) & <dbo:highestPosition>(b, f)",0.316831683
r3473,b,<dbo:bandMember>,a,,,,<dbo:bandMember>,"<dbo:bandMember>(a, b) <= <dbo:bandMember>(b, a)",0.316895369
r3474,a,<dbo:subregion>,f,b,<dbo:subregion>,f,<dbo:isPartOfWineRegion>,"<dbo:isPartOfWineRegion>(a, b) <= <dbo:subregion>(a, f) & <dbo:subregion>(b, f)",0.317241379
r3475,e,<dbo:riverMouth>,a,e,<dbo:sourceRegion>,b,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:riverMouth>(e, a) & <dbo:sourceRegion>(e, b)",0.317647059
r3476,b,<dbo:city>,f,a,<dbo:highschool>,f,<dbo:highschool>,"<dbo:highschool>(a, b) <= <dbo:city>(b, f) & <dbo:highschool>(a, f)",0.317848411
r3477,e,<dbo:riverMouth>,a,e,<dbo:sourcePlace>,b,<dbo:sourcePlace>,"<dbo:sourcePlace>(a, b) <= <dbo:riverMouth>(e, a) & <dbo:sourcePlace>(e, b)",0.317876754
r3478,e,<dbo:riverMouth>,a,e,<dbo:sourceMountain>,b,<dbo:sourcePlace>,"<dbo:sourcePlace>(a, b) <= <dbo:riverMouth>(e, a) & <dbo:sourceMountain>(e, b)",0.317876754
r3479,e,<dbo:relatedMeanOfTransportation>,a,e,<dbo:relatedMeanOfTransportation>,b,<dbo:relatedMeanOfTransportation>,"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:relatedMeanOfTransportation>(e, a) & <dbo:relatedMeanOfTransportation>(e, b)",0.318102275
r3480,f,<dbo:artery>,a,b,<dbo:drainsFrom>,f,<dbo:vein>,"<dbo:vein>(a, b) <= <dbo:artery>(f, a) & <dbo:drainsFrom>(b, f)",0.318181818
r3481,a,<dbo:location>,b,a,<dbo:state>,b,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:location>(a, b) & <dbo:state>(a, b)",0.318181818
r3482,a,<dbo:designer>,b,a,<dbo:director>,b,<dbo:gameArtist>,"<dbo:gameArtist>(a, b) <= <dbo:designer>(a, b) & <dbo:director>(a, b)",0.318181818
r3483,a,<dbo:associate>,f,b,<dbo:associate>,f,<dbo:associate>,"<dbo:associate>(a, b) <= <dbo:associate>(a, f) & <dbo:associate>(b, f)",0.318996416
r3484,e,<dbo:musicFusionGenre>,b,a,<dbo:musicSubgenre>,e,<dbo:musicSubgenre>,"<dbo:musicSubgenre>(a, b) <= <dbo:musicFusionGenre>(e, b) & <dbo:musicSubgenre>(a, e)",0.319148936
r3485,a,<dbo:author>,b,b,<dbo:notableWork>,a,<dbo:illustrator>,"<dbo:illustrator>(a, b) <= <dbo:author>(a, b) & <dbo:notableWork>(b, a)",0.319327731
r3486,b,<dbo:president>,a,,,,<dbo:chancellor>,"<dbo:chancellor>(a, b) <= <dbo:president>(b, a)",0.320512821
r3487,f,<dbo:parentCompany>,a,b,<dbo:subsidiary>,f,<dbo:subsidiary>,"<dbo:subsidiary>(a, b) <= <dbo:parentCompany>(f, a) & <dbo:subsidiary>(b, f)",0.321917808
r3488,e,<dbo:primeMinister>,b,e,<dbo:successor>,a,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:primeMinister>(e, b) & <dbo:successor>(e, a)",0.322536496
r3489,e,<dbo:isPartOfWineRegion>,a,b,<dbo:subregion>,e,<dbo:isPartOfWineRegion>,"<dbo:isPartOfWineRegion>(a, b) <= <dbo:isPartOfWineRegion>(e, a) & <dbo:subregion>(b, e)",0.324137931
r3490,a,<dbo:brand>,f,f,<dbo:related>,b,<dbo:brand>,"<dbo:brand>(a, b) <= <dbo:brand>(a, f) & <dbo:related>(f, b)",0.324175824
r3491,e,<dbo:hubAirport>,b,e,<dbo:parentCompany>,a,<dbo:hubAirport>,"<dbo:hubAirport>(a, b) <= <dbo:hubAirport>(e, b) & <dbo:parentCompany>(e, a)",0.324503311
r3492,f,<dbo:governor>,b,a,<dbo:successor>,f,<dbo:governor>,"<dbo:governor>(a, b) <= <dbo:governor>(f, b) & <dbo:successor>(a, f)",0.325256291
r3493,a,<dbo:birthPlace>,b,,,,<dbo:billed>,"<dbo:billed>(a, b) <= <dbo:birthPlace>(a, b)",0.325934579
r3494,a,<dbo:developer>,b,,,,<dbo:executiveProducer>,"<dbo:executiveProducer>(a, b) <= <dbo:developer>(a, b)",0.327044025
r3495,a,<dbo:vein>,f,b,<dbo:vein>,f,<dbo:supplies>,"<dbo:supplies>(a, b) <= <dbo:vein>(a, f) & <dbo:vein>(b, f)",0.327102804
r3496,a,<dbo:nationality>,b,,,,<dbo:residence>,"<dbo:residence>(a, b) <= <dbo:nationality>(a, b)",0.327139722
r3497,a,<dbo:coach>,f,b,<dbo:currentPartner>,f,<dbo:coach>,"<dbo:coach>(a, b) <= <dbo:coach>(a, f) & <dbo:currentPartner>(b, f)",0.327731092
r3498,f,<dbo:notableIdea>,b,a,<dbo:notableIdea>,f,<dbo:notableIdea>,"<dbo:notableIdea>(a, b) <= <dbo:notableIdea>(f, b) & <dbo:notableIdea>(a, f)",0.328358209
r3499,a,<dbo:debutTeam>,f,b,<dbo:owner>,f,<dbo:debutTeam>,"<dbo:debutTeam>(a, b) <= <dbo:debutTeam>(a, f) & <dbo:owner>(b, f)",0.328507795
r3500,e,<dbo:government>,b,e,<dbo:municipality>,a,<dbo:government>,"<dbo:government>(a, b) <= <dbo:government>(e, b) & <dbo:municipality>(e, a)",0.328767123
r3501,a,<dbo:location>,b,,,,<dbo:foundationPlace>,"<dbo:foundationPlace>(a, b) <= <dbo:location>(a, b)",0.328905078
r3502,a,<dbo:successor>,b,,,,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:successor>(a, b)",0.329431438
r3503,a,<dbo:crew>,f,b,<dbo:nextMission>,f,<dbo:crew>,"<dbo:crew>(a, b) <= <dbo:crew>(a, f) & <dbo:nextMission>(b, f)",0.32967033
r3504,b,<dbo:relative>,f,a,<dbo:spouse>,f,<dbo:child>,"<dbo:child>(a, b) <= <dbo:relative>(b, f) & <dbo:spouse>(a, f)",0.33041958
r3505,f,<dbo:era>,b,a,<dbo:influencedBy>,f,<dbo:era>,"<dbo:era>(a, b) <= <dbo:era>(f, b) & <dbo:influencedBy>(a, f)",0.33045977
r3506,a,<dbo:regionServed>,b,,,,<dbo:locationCountry>,"<dbo:locationCountry>(a, b) <= <dbo:regionServed>(a, b)",0.330592572
r3507,e,<dbo:leftTributary>,a,e,<dbo:source>,b,<dbo:source>,"<dbo:source>(a, b) <= <dbo:leftTributary>(e, a) & <dbo:source>(e, b)",0.330708661
r3508,a,<dbo:formerChoreographer>,b,,,,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:formerChoreographer>(a, b)",0.330827068
r3509,a,<dbo:currentPartner>,e,e,<dbo:formerChoreographer>,b,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:currentPartner>(a, e) & <dbo:formerChoreographer>(e, b)",0.331288344
r3510,a,<dbo:parentCompany>,b,,,,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <dbo:parentCompany>(a, b)",0.331337325
r3511,b,<dbo:primeMinister>,a,b,<dbo:successor>,a,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:primeMinister>(b, a) & <dbo:successor>(b, a)",0.331775701
r3512,a,<dbo:governmentRegion>,b,,,,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:governmentRegion>(a, b)",0.333333333
r3513,a,<dbo:locatedInArea>,b,,,,<dbo:picture>,"<dbo:picture>(a, b) <= <dbo:locatedInArea>(a, b)",0.333333333
r3514,b,<dbo:populationPlace>,a,,,,<dbo:regionalLanguage>,"<dbo:regionalLanguage>(a, b) <= <dbo:populationPlace>(b, a)",0.333333333
r3515,b,<dbo:knownFor>,a,,,,<dbo:chiefEditor>,"<dbo:chiefEditor>(a, b) <= <dbo:knownFor>(b, a)",0.333333333
r3516,a,<dbo:highestState>,b,b,<dbo:municipality>,a,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(a, b) & <dbo:municipality>(b, a)",0.333333333
r3517,a,<dbo:highestRegion>,f,b,<dbo:highestRegion>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:highestRegion>(a, f) & <dbo:highestRegion>(b, f)",0.333333333
r3518,a,<dbo:lowestState>,f,f,<dbo:part>,b,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:lowestState>(a, f) & <dbo:part>(f, b)",0.333333333
r3519,e,<dbo:aircraftBomber>,b,e,<dbo:militaryBranch>,a,<dbo:aircraftBomber>,"<dbo:aircraftBomber>(a, b) <= <dbo:aircraftBomber>(e, b) & <dbo:militaryBranch>(e, a)",0.333333333
r3520,a,<dbo:lowestPlace>,f,b,<dbo:state>,f,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:lowestPlace>(a, f) & <dbo:state>(b, f)",0.333333333
r3521,a,<dbo:lowestMountain>,f,b,<dbo:state>,f,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:lowestMountain>(a, f) & <dbo:state>(b, f)",0.333333333
r3522,f,<dbo:isPartOf>,b,a,<dbo:sourceConfluencePlace>,f,<dbo:sourceConfluenceMountain>,"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:isPartOf>(f, b) & <dbo:sourceConfluencePlace>(a, f)",0.333333333
r3523,f,<dbo:isPartOf>,b,a,<dbo:sourceConfluenceMountain>,f,<dbo:sourceConfluenceMountain>,"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:isPartOf>(f, b) & <dbo:sourceConfluenceMountain>(a, f)",0.333333333
r3524,e,<dbo:country>,b,a,<dbo:province>,e,<dbo:chairperson>,"<dbo:chairperson>(a, b) <= <dbo:country>(e, b) & <dbo:province>(a, e)",0.333333333
r3525,e,<dbo:affiliation>,a,e,<dbo:firstLeader>,b,<dbo:secretaryGeneral>,"<dbo:secretaryGeneral>(a, b) <= <dbo:affiliation>(e, a) & <dbo:firstLeader>(e, b)",0.333333333
r3526,a,<dbo:governmentRegion>,f,b,<dbo:governmentRegion>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:governmentRegion>(a, f) & <dbo:governmentRegion>(b, f)",0.333333333
r3527,a,<dbo:highestPlace>,f,b,<dbo:highestRegion>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestPlace>(a, f) & <dbo:highestRegion>(b, f)",0.333333333
r3528,a,<dbo:city>,b,a,<dbo:part>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:city>(a, b) & <dbo:part>(a, b)",0.333333333
r3529,a,<dbo:highestPlace>,f,f,<dbo:highestState>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestPlace>(a, f) & <dbo:highestState>(f, b)",0.333333333
r3530,b,<dbo:comparable>,f,a,<dbo:retiredRocket>,f,<dbo:maidenFlightRocket>,"<dbo:maidenFlightRocket>(a, b) <= <dbo:comparable>(b, f) & <dbo:retiredRocket>(a, f)",0.333333333
r3531,a,<dbo:endPoint>,f,b,<dbo:sourceCountry>,f,<dbo:endPoint>,"<dbo:endPoint>(a, b) <= <dbo:endPoint>(a, f) & <dbo:sourceCountry>(b, f)",0.333333333
r3532,a,<dbo:hasJunctionWith>,e,e,<dbo:mouthPlace>,b,<dbo:endPoint>,"<dbo:endPoint>(a, b) <= <dbo:hasJunctionWith>(a, e) & <dbo:mouthPlace>(e, b)",0.333333333
r3533,a,<dbo:hasJunctionWith>,e,e,<dbo:mouthMountain>,b,<dbo:endPoint>,"<dbo:endPoint>(a, b) <= <dbo:hasJunctionWith>(a, e) & <dbo:mouthMountain>(e, b)",0.333333333
r3534,a,<dbo:canton>,f,b,<dbo:origin>,f,<dbo:lowestPlace>,"<dbo:lowestPlace>(a, b) <= <dbo:canton>(a, f) & <dbo:origin>(b, f)",0.333333333
r3535,e,<dbo:region>,b,e,<dbo:state>,a,<dbo:lowestPlace>,"<dbo:lowestPlace>(a, b) <= <dbo:region>(e, b) & <dbo:state>(e, a)",0.333333333
r3536,a,<dbo:placeOfBurial>,f,f,<dbo:state>,b,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:placeOfBurial>(a, f) & <dbo:state>(f, b)",0.333333333
r3537,e,<dbo:branchFrom>,a,e,<dbo:precursor>,b,<dbo:precursor>,"<dbo:precursor>(a, b) <= <dbo:branchFrom>(e, a) & <dbo:precursor>(e, b)",0.333333333
r3538,b,<dbo:deputy>,f,f,<dbo:successor>,a,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:deputy>(b, f) & <dbo:successor>(f, a)",0.334065934
r3539,e,<dbo:district>,b,e,<dbo:location>,a,<dbo:ceremonialCounty>,"<dbo:ceremonialCounty>(a, b) <= <dbo:district>(e, b) & <dbo:location>(e, a)",0.334207077
r3540,a,<dbo:author>,b,,,,<dbo:creator>,"<dbo:creator>(a, b) <= <dbo:author>(a, b)",0.335176521
r3541,e,<dbo:parentCompany>,b,a,<dbo:subsidiary>,e,<dbo:subsidiary>,"<dbo:subsidiary>(a, b) <= <dbo:parentCompany>(e, b) & <dbo:subsidiary>(a, e)",0.33557047
r3542,e,<dbo:location>,a,e,<dbo:location>,b,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:location>(e, a) & <dbo:location>(e, b)",0.336448598
r3543,b,<dbo:leaderName>,f,a,<dbo:localAuthority>,f,<dbo:localAuthority>,"<dbo:localAuthority>(a, b) <= <dbo:leaderName>(b, f) & <dbo:localAuthority>(a, f)",0.336633663
r3544,a,<dbo:deathPlace>,b,,,,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:deathPlace>(a, b)",0.336879433
r3545,a,<dbo:crew>,f,f,<dbo:nextMission>,b,<dbo:crew>,"<dbo:crew>(a, b) <= <dbo:crew>(a, f) & <dbo:nextMission>(f, b)",0.337078652
r3546,a,<dbo:type>,b,,,,<dbo:owningOrganisation>,"<dbo:owningOrganisation>(a, b) <= <dbo:type>(a, b)",0.338050314
r3547,a,<dbo:publisher>,b,,,,<dbo:developer>,"<dbo:developer>(a, b) <= <dbo:publisher>(a, b)",0.338788471
r3548,f,<dbo:primeMinister>,b,a,<dbo:successor>,f,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:primeMinister>(f, b) & <dbo:successor>(a, f)",0.339142723
r3549,a,<dbo:showJudge>,b,,,,<dbo:presenter>,"<dbo:presenter>(a, b) <= <dbo:showJudge>(a, b)",0.339285714
r3550,e,<dbo:currentPartner>,a,e,<dbo:formerChoreographer>,b,<dbo:formerCoach>,"<dbo:formerCoach>(a, b) <= <dbo:currentPartner>(e, a) & <dbo:formerChoreographer>(e, b)",0.339506173
r3551,e,<dbo:crewMember>,a,e,<dbo:launchVehicle>,b,<dbo:mission>,"<dbo:mission>(a, b) <= <dbo:crewMember>(e, a) & <dbo:launchVehicle>(e, b)",0.340425532
r3552,a,<dbo:crew>,f,b,<dbo:previousMission>,f,<dbo:crew>,"<dbo:crew>(a, b) <= <dbo:crew>(a, f) & <dbo:previousMission>(b, f)",0.340909091
r3553,a,<dbo:crew>,f,f,<dbo:previousMission>,b,<dbo:crew>,"<dbo:crew>(a, b) <= <dbo:crew>(a, f) & <dbo:previousMission>(f, b)",0.340909091
r3554,a,<dbo:country>,b,,,,<dbo:residence>,"<dbo:residence>(a, b) <= <dbo:country>(a, b)",0.341121495
r3555,f,<dbo:associate>,b,a,<dbo:associate>,f,<dbo:associate>,"<dbo:associate>(a, b) <= <dbo:associate>(f, b) & <dbo:associate>(a, f)",0.341538462
r3556,a,<dbo:associate>,f,f,<dbo:successor>,b,<dbo:associate>,"<dbo:associate>(a, b) <= <dbo:associate>(a, f) & <dbo:successor>(f, b)",0.341772152
r3557,a,<dbo:location>,f,b,<dbo:location>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",0.341880342
r3558,a,<dbo:fastestDriver>,b,,,,<dbo:poleDriver>,"<dbo:poleDriver>(a, b) <= <dbo:fastestDriver>(a, b)",0.341929322
r3559,b,<dbo:associatedRocket>,a,,,,<dbo:launchSite>,"<dbo:launchSite>(a, b) <= <dbo:associatedRocket>(b, a)",0.342105263
r3560,a,<dbo:developer>,b,,,,<dbo:publisher>,"<dbo:publisher>(a, b) <= <dbo:developer>(a, b)",0.342469136
r3561,a,<dbo:foundationPlace>,b,,,,<dbo:locationCity>,"<dbo:locationCity>(a, b) <= <dbo:foundationPlace>(a, b)",0.343644398
r3562,a,<dbo:team>,b,,,,<dbo:debutTeam>,"<dbo:debutTeam>(a, b) <= <dbo:team>(a, b)",0.343736264
r3563,a,<dbo:poleDriver>,b,,,,<dbo:fastestDriver>,"<dbo:fastestDriver>(a, b) <= <dbo:poleDriver>(a, b)",0.344230769
r3564,a,<dbo:aircraftRecon>,f,b,<dbo:predecessor>,f,<dbo:aircraftRecon>,"<dbo:aircraftRecon>(a, b) <= <dbo:aircraftRecon>(a, f) & <dbo:predecessor>(b, f)",0.344262295
r3565,a,<dbo:riverMouth>,f,f,<dbo:sourceRegion>,b,<dbo:sourceRegion>,"<dbo:sourceRegion>(a, b) <= <dbo:riverMouth>(a, f) & <dbo:sourceRegion>(f, b)",0.344339623
r3566,e,<dbo:field>,b,e,<dbo:influenced>,a,<dbo:field>,"<dbo:field>(a, b) <= <dbo:field>(e, b) & <dbo:influenced>(e, a)",0.34562212
r3567,b,<dbo:derivative>,f,a,<dbo:musicSubgenre>,f,<dbo:musicSubgenre>,"<dbo:musicSubgenre>(a, b) <= <dbo:derivative>(b, f) & <dbo:musicSubgenre>(a, f)",0.346456693
r3568,a,<dbo:deputy>,f,f,<dbo:primeMinister>,b,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:deputy>(a, f) & <dbo:primeMinister>(f, b)",0.346846847
r3569,a,<dbo:sourcePlace>,b,,,,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:sourcePlace>(a, b)",0.346938776
r3570,a,<dbo:sourceMountain>,b,,,,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:sourceMountain>(a, b)",0.346938776
r3571,a,<dbo:house>,f,f,<dbo:leader>,b,<dbo:leader>,"<dbo:leader>(a, b) <= <dbo:house>(a, f) & <dbo:leader>(f, b)",0.347058824
r3572,e,<dbo:firstLeader>,b,e,<dbo:secondLeader>,a,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:firstLeader>(e, b) & <dbo:secondLeader>(e, a)",0.347280335
r3573,b,<dbo:largestCity>,f,a,<dbo:placeOfBurial>,f,<dbo:placeOfBurial>,"<dbo:placeOfBurial>(a, b) <= <dbo:largestCity>(b, f) & <dbo:placeOfBurial>(a, f)",0.347826087
r3574,a,<dbo:associate>,f,b,<dbo:successor>,f,<dbo:associate>,"<dbo:associate>(a, b) <= <dbo:associate>(a, f) & <dbo:successor>(b, f)",0.348017621
r3575,b,<dbo:notableWork>,f,a,<dbo:series>,f,<dbo:illustrator>,"<dbo:illustrator>(a, b) <= <dbo:notableWork>(b, f) & <dbo:series>(a, f)",0.348837209
r3576,b,<dbo:associatedBand>,a,,,,<dbo:bandMember>,"<dbo:bandMember>(a, b) <= <dbo:associatedBand>(b, a)",0.349166904
r3577,b,<dbo:associatedMusicalArtist>,a,,,,<dbo:bandMember>,"<dbo:bandMember>(a, b) <= <dbo:associatedMusicalArtist>(b, a)",0.349166904
r3578,e,<dbo:president>,a,e,<dbo:primeMinister>,b,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:president>(e, a) & <dbo:primeMinister>(e, b)",0.349177331
r3579,b,<dbo:mission>,a,,,,<dbo:crewMember>,"<dbo:crewMember>(a, b) <= <dbo:mission>(b, a)",0.349823322
r3580,b,<dbo:associatedBand>,a,,,,<dbo:associatedBand>,"<dbo:associatedBand>(a, b) <= <dbo:associatedBand>(b, a)",0.349834131
r3581,b,<dbo:associatedMusicalArtist>,a,,,,<dbo:associatedBand>,"<dbo:associatedBand>(a, b) <= <dbo:associatedMusicalArtist>(b, a)",0.349834131
